word,fields,sum,brillouin
predict,"{'7': 42, '6': 144, '13': 182, '12': 4, '10': 4, '3': 3, '4': 8, '31': 1, '33': 1, '34': 2, '2': 3, '11': 3, '15': 1, '35': 1}",399,0.5551133129185589
result,"{'13': 35, '7': 8, '4': 3, '6': 29, '11': 2, '2': 1, '15': 1}",79,0.510204613891977
stem,"{'13': 4, '15': 1, '6': 2, '7': 1, '4': 1, '16': 1}",10,0.4878521795501207
subject,"{'13': 119, '6': 68, '7': 18, '10': 11, '27': 2, '16': 8, '11': 8, '15': 10, '2': 13, '9': 4, '12': 10, '4': 7, '34': 1, '3': 1, '8': 1, '24': 1, '30': 1}",283,0.7721506977509871
test,"{'13': 78, '6': 56, '7': 31, '12': 5, '15': 2, '10': 10, '11': 10, '4': 8, '2': 8, '3': 3, '24': 1, '9': 1}",213,0.7309565717313204
advanc,"{'12': 2, '13': 6, '6': 4, '7': 2, '4': 3}",17,0.5254890314884186
arbitrari,"{'7': 2, '6': 3, '2': 2, '3': 1, '9': 1, '4': 1}",10,0.5179551791165188
candid,"{'13': 32, '7': 16, '6': 43, '4': 12, '5': 1, '25': 2, '12': 4, '1': 1, '3': 4, '2': 4, '10': 1}",120,0.7015121262552164
display,"{'9': 21, '2': 112, '13': 59, '4': 35, '6': 211, '7': 39, '3': 57, '12': 8, '1': 4, '10': 15, '8': 6, '32': 1, '25': 2, '28': 1}",571,0.8076141744265156
hospit,"{'6': 37, '7': 39, '4': 11, '13': 73, '3': 2, '2': 3, '12': 5}",170,0.594133077021969
issu,"{'6': 8, '7': 1, '12': 4, '13': 5, '4': 1}",19,0.4747464005272124
order,"{'6': 33, '13': 40, '7': 34, '24': 2, '10': 1, '4': 4, '15': 1}",115,0.5518643755218356
ray,"{'13': 44, '7': 3, '6': 14, '10': 6, '2': 5, '3': 2, '24': 2, '12': 1, '27': 2}",79,0.5692262665347615
relat,"{'13': 16, '6': 21, '4': 9, '7': 7, '1': 1, '2': 1, '3': 2, '9': 2, '12': 2, '33': 2}",63,0.6952692042219618
relev,"{'7': 10, '6': 22, '2': 1, '13': 21, '9': 1, '31': 1, '12': 1}",57,0.5138398255592841
switch,"{'6': 32, '3': 22, '4': 25, '10': 1, '13': 14, '23': 1, '2': 14, '12': 7, '25': 1, '7': 5, '1': 7, '5': 2, '8': 2, '33': 1}",134,0.8557536700715725
time,"{'3': 4, '7': 3, '2': 2, '4': 2, '13': 8, '10': 2, '6': 11, '34': 1}",33,0.6566835444363062
acut,"{'7': 3, '6': 8, '2': 2, '13': 9, '12': 1}",23,0.4855665054821541
adapt,"{'7': 7, '2': 3, '4': 9, '6': 24, '13': 26, '28': 1, '33': 2, '34': 1, '3': 3, '8': 1, '1': 1, '12': 2, '10': 1}",81,0.7277078022591573
applianc,"{'2': 2, '13': 8, '4': 5, '6': 3, '7': 2, '3': 1}",21,0.5544490904959494
arteri,"{'13': 16, '6': 4, '3': 1, '12': 1, '2': 1, '8': 1, '10': 1, '22': 1}",26,0.4578764688967293
attack,"{'13': 6, '6': 12, '7': 2, '10': 1, '19': 1, '4': 7}",29,0.5312209940545738
camera,"{'2': 61, '9': 14, '3': 23, '6': 28, '13': 3, '4': 5, '12': 3, '7': 1, '23': 2, '1': 3, '31': 2, '33': 1, '10': 1, '29': 1}",148,0.721955220322327
captur,"{'13': 47, '6': 49, '7': 19, '24': 8, '9': 16, '2': 32, '10': 12, '27': 1, '8': 2, '4': 13, '34': 1, '12': 8, '3': 12, '11': 1, '33': 1}",222,0.9070258158659172
care,"{'6': 88, '7': 76, '13': 82, '10': 2, '12': 8, '4': 16, '3': 4, '11': 1, '2': 2, '34': 1, '25': 4, '35': 1}",285,0.659558313455473
code,"{'2': 7, '6': 85, '7': 41, '12': 2, '13': 68, '4': 20, '34': 1, '3': 5, '31': 1, '5': 1}",231,0.642493240296967
communic,"{'10': 5, '12': 5, '13': 17, '2': 12, '6': 40, '7': 8, '4': 70, '3': 40, '9': 2, '1': 2, '14': 1}",202,0.7475563980634392
continu,"{'13': 12, '6': 14, '7': 3, '3': 3, '4': 7, '12': 1}",40,0.5758041678698174
coupl,"{'1': 5, '13': 19, '6': 11, '33': 2, '3': 11, '12': 4, '4': 4, '2': 9, '34': 3, '9': 2, '7': 2, '10': 2, '29': 1, '28': 1}",76,0.8763997534695168
danger,"{'4': 1, '13': 10, '12': 4, '6': 7, '3': 1, '7': 2, '10': 1}",26,0.5639301623118457
earli,"{'6': 7, '13': 19, '4': 3, '3': 1, '7': 1, '10': 2, '12': 1, '15': 1}",35,0.5185007498469552
execut,"{'7': 10, '13': 9, '6': 52, '4': 14, '2': 4, '3': 6, '5': 1, '12': 3, '9': 1, '28': 1, '32': 1, '10': 1}",103,0.6603250934603198
health,"{'6': 100, '7': 70, '13': 146, '4': 22, '33': 3, '10': 3, '12': 6, '11': 2, '3': 2, '2': 2, '34': 1, '32': 1, '1': 1, '16': 1}",360,0.630873031684402
heart,"{'13': 103, '6': 29, '3': 7, '4': 5, '12': 2, '7': 4, '34': 2, '29': 1, '10': 1, '20': 1, '35': 1, '11': 1}",157,0.48001973112132323
hour,"{'7': 5, '13': 5}",10,0.24014005407815447
infant,"{'2': 2, '3': 2, '9': 1, '10': 1, '13': 5, '6': 4, '12': 1, '7': 1, '4': 1, '29': 1}",19,0.6854548495856074
invas,"{'4': 2, '13': 16, '6': 4, '3': 1, '10': 1}",24,0.36628520162533856
manag,"{'7': 76, '6': 101, '4': 21, '13': 121, '12': 11, '2': 3, '9': 1, '3': 9, '28': 2, '1': 1, '33': 1, '32': 1}",348,0.6577549059596639
mesh,"{'4': 4, '13': 6, '6': 7, '3': 3, '12': 2, '9': 1}",23,0.582319082948496
morbid,"{'6': 5, '13': 5, '4': 1}",11,0.31298120235816085
movement,"{'13': 30, '10': 7, '7': 11, '2': 11, '6': 43, '33': 5, '12': 9, '34': 3, '4': 8, '9': 5, '29': 1, '3': 8, '16': 1, '32': 2, '11': 1, '25': 2, '8': 1}",148,0.9053289821054402
node,"{'4': 49, '13': 72, '6': 74, '7': 11, '12': 3, '2': 3, '5': 1, '3': 8, '9': 1, '10': 3, '11': 1}",226,0.6496569797638839
nois,"{'13': 17, '6': 14, '3': 6, '2': 6, '8': 1, '10': 1, '24': 1, '1': 2, '32': 1, '34': 2, '4': 7, '5': 1}",59,0.7564642578160204
onset,"{'13': 10, '6': 7, '7': 4, '10': 1, '11': 1, '15': 1}",24,0.5062625357970464
parti,"{'10': 2, '7': 22, '6': 28, '3': 2, '13': 30, '4': 16, '11': 1, '12': 1}",102,0.6382517463282981
prompt,"{'7': 7, '13': 21, '6': 14, '12': 3, '34': 1, '3': 3, '4': 1, '10': 1}",51,0.5937874460328981
proper,{'13': 1},1,0.0
reach,"{'12': 1, '13': 2, '6': 2}",5,0.29542425094393243
reduc,"{'2': 1, '3': 1, '4': 1, '13': 1}",4,0.3450528104279015
server,"{'6': 50, '13': 33, '7': 37, '4': 40, '2': 2, '3': 9, '12': 4, '28': 2, '10': 1, '1': 1, '30': 1}",180,0.7182710814339286
sign,"{'13': 90, '6': 41, '4': 26, '7': 6, '3': 18, '12': 25, '2': 16, '10': 15, '35': 1, '25': 1, '1': 1, '34': 1}",241,0.7775849112286319
statist,"{'6': 21, '2': 2, '3': 2, '4': 3, '13': 23, '7': 12, '12': 1}",64,0.5769067242418652
stroke,"{'4': 4, '13': 19, '6': 14, '2': 2, '7': 3, '3': 3, '33': 1, '12': 1, '25': 1}",48,0.6214762932642328
suscept,"{'13': 2, '6': 2, '7': 1}",5,0.29542425094393243
symptom,"{'13': 49, '6': 42, '7': 14, '4': 3, '2': 1, '3': 1}",110,0.4777324996273558
transceiv,"{'3': 14, '4': 13, '13': 25, '7': 7, '6': 19, '2': 6, '12': 5, '25': 1, '10': 1, '5': 2, '1': 3, '9': 1, '34': 1}",98,0.8290389180269405
transmit,"{'3': 13, '13': 10, '4': 19, '2': 4, '6': 7, '7': 6, '9': 1, '12': 1, '5': 1}",62,0.7115932924004968
treatment,"{'13': 118, '7': 49, '3': 3, '12': 6, '6': 63, '4': 10, '2': 4, '27': 1, '10': 1, '20': 1, '33': 5, '1': 1}",262,0.6221813590937063
user,"{'12': 21, '4': 32, '13': 93, '6': 84, '7': 38, '10': 6, '1': 4, '3': 16, '33': 10, '2': 5, '9': 3, '34': 1, '27': 1, '11': 1, '23': 1, '32': 1, '25': 1}",318,0.8236184568950358
video,"{'6': 48, '2': 63, '13': 42, '9': 4, '7': 14, '25': 1, '4': 31, '10': 1, '3': 4, '12': 2}",210,0.7169946480394633
warn,"{'13': 43, '7': 7, '12': 6, '6': 17, '4': 6, '3': 2, '10': 2}",83,0.5692136624035098
wearabl,"{'2': 4, '6': 20, '13': 36, '7': 4, '3': 7, '4': 7, '1': 4, '10': 3, '9': 1, '29': 1, '12': 1}",88,0.7044090620400197
wireless,"{'4': 121, '13': 71, '6': 41, '1': 23, '2': 14, '23': 1, '3': 80, '7': 11, '12': 15, '10': 11, '34': 1, '5': 1}",390,0.7972983352735428
aggreg,"{'6': 26, '7': 9, '13': 17, '4': 12, '12': 2}",66,0.5611826765899166
alarm,"{'12': 45, '13': 69, '2': 5, '6': 23, '7': 6, '3': 7, '4': 9, '10': 3, '34': 1, '11': 1, '1': 2, '16': 1}",172,0.69376630644795
applic,"{'4': 73, '6': 176, '7': 29, '23': 1, '13': 33, '3': 31, '11': 1, '2': 16, '28': 2, '10': 4, '22': 1, '33': 2, '12': 5, '5': 2, '9': 2, '26': 1, '1': 1, '32': 1, '25': 1, '19': 1}",383,0.7284333628592242
bandwidth,"{'2': 4, '3': 10, '4': 16, '6': 4, '10': 1, '13': 1}",36,0.5258258344177298
benefici,{'6': 1},1,0.0
categori,"{'6': 25, '7': 6, '13': 16, '3': 3, '4': 3, '12': 1}",54,0.5266373657743624
characterist,"{'13': 47, '7': 6, '6': 47, '3': 2, '4': 11, '12': 6, '5': 1, '29': 1, '2': 1, '33': 1}",123,0.5905874662733736
clinic,"{'7': 66, '6': 113, '13': 88, '2': 2, '4': 10, '33': 1, '12': 3, '3': 2, '20': 1}",286,0.5617034066996607
complex,"{'13': 14, '6': 15, '7': 1, '4': 3, '17': 1, '2': 1}",35,0.46226209813644437
compon,"{'6': 46, '7': 12, '2': 17, '12': 3, '25': 3, '13': 43, '26': 1, '24': 1, '9': 3, '4': 10, '3': 19, '19': 1, '21': 2, '1': 2, '10': 1, '16': 1, '11': 1, '31': 2, '30': 1, '17': 1, '29': 1, '27': 1, '8': 2, '5': 1, '34': 1}",176,0.9054539738025734
count,"{'6': 9, '7': 3, '3': 1, '4': 5, '10': 1, '13': 6, '12': 2, '31': 1}",28,0.6395958143179925
death,"{'13': 6, '6': 1, '7': 1, '16': 1, '1': 1, '15': 1}",11,0.4312566565094318
deploy,"{'7': 3, '4': 4, '13': 5, '6': 4, '3': 1}",17,0.5254890314884187
develop,"{'7': 5, '6': 8, '4': 2, '13': 7}",22,0.4710274677654201
direct,"{'2': 34, '12': 2, '13': 5, '6': 35, '3': 24, '9': 8, '4': 7, '10': 4, '8': 3, '1': 4, '32': 2, '29': 2, '27': 1, '31': 1, '7': 2}",134,0.8275564617719016
due,{},0,
dynam,"{'3': 2, '6': 27, '2': 3, '4': 4, '7': 10, '10': 2, '12': 1, '13': 19, '9': 1, '33': 1}",70,0.6519448872457337
evolv,"{'13': 2, '3': 1, '4': 2, '6': 1}",6,0.375878750850551
expand,"{'13': 3, '6': 5, '7': 1, '2': 3, '3': 2, '23': 1, '10': 1}",16,0.586506615706277
expans,"{'6': 4, '4': 1, '13': 3, '10': 1}",9,0.3779333934201716
failur,"{'2': 2, '6': 12, '7': 3, '11': 1, '13': 11, '5': 1, '4': 13, '3': 9, '12': 1}",53,0.6965322072523397
goal,"{'7': 3, '13': 5, '6': 5, '12': 1, '3': 1}",15,0.4786657245763005
group,"{'13': 31, '7': 24, '6': 49, '9': 5, '2': 14, '4': 15, '3': 8, '32': 1, '8': 1, '12': 3, '1': 2}",153,0.7711750463477041
identifi,"{'6': 30, '7': 8, '13': 21, '9': 1, '12': 2, '4': 10, '3': 3}",75,0.6002419058023228
improv,{},0,
instruct,"{'12': 5, '6': 17, '7': 3, '13': 7, '3': 1, '2': 1, '4': 2, '1': 1}",37,0.5872128467428709
intervent,"{'13': 21, '7': 4, '4': 1, '6': 11, '12': 4, '3': 1}",42,0.5018513357667534
isol,"{'3': 1, '16': 1, '11': 1, '15': 1, '4': 1, '6': 1, '13': 2, '7': 1}",9,0.5843036708014236
line,"{'6': 26, '7': 5, '2': 19, '13': 13, '34': 1, '1': 7, '10': 3, '3': 18, '12': 3, '4': 3, '8': 4, '9': 1, '32': 1, '5': 1, '23': 1}",106,0.8610535770620124
local,"{'4': 13, '6': 28, '2': 2, '12': 2, '3': 6, '7': 10, '13': 28, '10': 2, '1': 1}",92,0.6849132340475409
locat,"{'10': 18, '7': 21, '13': 37, '26': 1, '6': 49, '2': 10, '4': 30, '12': 8, '33': 2, '3': 17, '1': 2, '9': 1, '32': 1, '11': 1, '23': 1, '24': 1}",200,0.873586449145608
medicin,"{'25': 8, '6': 80, '12': 32, '13': 144, '7': 47, '4': 22, '3': 6, '2': 7, '24': 1, '34': 6, '33': 4, '10': 6, '35': 1, '1': 1, '32': 2, '30': 1}",368,0.7691573389837693
motion,"{'3': 9, '11': 1, '13': 40, '6': 33, '12': 11, '33': 5, '25': 2, '28': 1, '34': 2, '10': 7, '7': 9, '2': 20, '4': 9, '9': 4, '32': 1}",154,0.8844749538547311
move,"{'2': 7, '13': 12, '7': 4, '33': 3, '6': 12, '4': 6, '32': 2, '3': 2, '12': 2, '31': 1}",51,0.7687991295772686
obstruct,"{'13': 5, '7': 1, '6': 2}",8,0.27816366021573286
organ,"{'7': 10, '13': 29, '6': 16, '11': 1, '4': 3, '12': 2, '8': 1, '2': 1, '3': 1, '24': 1, '34': 1}",66,0.618632901463812
pattern,"{'10': 6, '6': 36, '13': 24, '7': 8, '4': 12, '12': 6, '29': 2, '2': 18, '9': 3, '3': 29, '5': 3, '1': 6, '8': 3, '34': 2, '21': 2, '26': 1, '14': 1, '24': 1, '11': 1, '28': 1}",165,0.960744200928597
physiolog,"{'6': 78, '7': 24, '13': 143, '12': 9, '4': 29, '3': 12, '5': 1, '10': 6, '33': 1, '1': 1, '34': 1, '2': 1, '9': 1, '25': 1, '16': 1}",309,0.6549117165711621
pictur,"{'13': 7, '2': 6, '7': 3, '6': 11, '3': 1, '4': 3, '10': 1}",32,0.615717202981275
potenti,"{'12': 2, '13': 12, '7': 4, '6': 10, '24': 1, '4': 1}",30,0.5167439613530233
pre,"{'13': 26, '4': 4, '6': 27, '10': 1, '11': 1, '12': 1, '7': 6, '1': 1, '2': 3, '3': 2, '9': 1, '5': 1}",74,0.6427057251178443
present,"{'4': 6, '13': 20, '6': 30, '7': 11, '10': 1, '9': 2, '2': 3, '12': 2, '3': 2, '28': 1}",78,0.6680063653919475
processor,"{'6': 47, '13': 8, '2': 14, '35': 1, '20': 1, '23': 1, '1': 4, '34': 1, '3': 18, '10': 2, '4': 17, '7': 5, '33': 1, '12': 6, '5': 1, '9': 1}",128,0.8097843683752493
prognosi,"{'6': 3, '13': 5}",8,0.21852350337577509
protocol,"{'3': 6, '13': 32, '4': 28, '6': 33, '7': 18, '10': 5, '12': 4, '2': 3, '1': 1}",130,0.7312805972689866
rang,"{'7': 3, '3': 11, '4': 16, '13': 14, '2': 3, '6': 15, '12': 2, '1': 1, '10': 2}",67,0.7227597496286793
real,"{'13': 21, '6': 11, '12': 3, '4': 6, '2': 5, '3': 3, '7': 4, '9': 1, '10': 1}",55,0.6894755199366971
reliabl,"{'7': 2, '4': 3, '3': 1, '13': 2, '6': 1}",9,0.46439464346279863
repetit,"{'4': 8, '6': 1, '3': 1}",10,0.1954242509439325
repositori,"{'6': 26, '7': 18, '13': 11, '4': 5, '10': 1, '2': 1}",62,0.5387999897217705
rescu,"{'4': 4, '13': 21, '7': 9, '6': 4, '10': 4, '2': 3, '3': 3, '9': 1, '12': 1, '32': 1}",51,0.6906980760427341
respiratori,"{'13': 27, '3': 1, '34': 1, '4': 1, '10': 1, '6': 6, '12': 1, '2': 1}",39,0.39526332793414765
safeti,"{'6': 12, '7': 4, '4': 5, '13': 11, '12': 3, '3': 1, '2': 3, '23': 1, '31': 1}",41,0.6884692988836933
shock,"{'2': 1, '6': 1, '7': 1, '11': 1, '13': 10, '34': 2, '3': 2, '4': 1, '10': 1, '12': 1}",21,0.5974533755908037
small,"{'6': 5, '13': 5, '7': 2, '2': 1, '3': 1}",14,0.46292970459346344
state,"{'4': 25, '13': 38, '7': 13, '6': 64, '33': 2, '29': 1, '2': 20, '3': 25, '34': 1, '9': 2, '12': 7, '1': 3, '10': 5, '5': 2, '8': 1}",209,0.8414156777141527
therapi,"{'7': 12, '13': 47, '6': 19, '12': 1, '4': 3, '34': 1, '16': 2, '11': 2, '15': 2, '33': 1, '3': 2, '25': 1, '2': 1}",94,0.6263404834336512
timelin,"{'6': 17, '2': 1, '13': 12, '7': 8, '4': 2, '3': 1, '9': 1}",42,0.547850528974567
transit,"{'3': 2, '13': 11, '2': 4, '6': 11, '7': 3, '12': 2, '9': 1, '4': 4}",38,0.6677782975946462
variat,"{'7': 2, '6': 14, '14': 1, '15': 1, '3': 7, '4': 7, '13': 9, '2': 7, '10': 7, '12': 7, '9': 1}",63,0.825140997785979
wide,"{'6': 5, '4': 3, '2': 1, '3': 2, '13': 2}",13,0.48729906374078846
allow,"{'7': 2, '6': 5, '3': 1, '4': 1, '13': 1}",10,0.41795517911651886
consolid,"{'7': 4, '13': 5, '12': 1, '6': 6, '4': 4}",20,0.5344594195487805
current,"{'6': 29, '2': 6, '13': 20, '3': 2, '1': 6, '5': 1, '4': 3, '7': 3, '10': 4, '32': 1, '12': 2, '9': 1, '34': 1, '8': 1, '33': 1}",81,0.7676211182422849
environ,"{'6': 25, '7': 9, '2': 4, '13': 12, '10': 3, '23': 1, '4': 3, '9': 3, '3': 2, '12': 4, '25': 2, '11': 1}",69,0.769646740492306
episod,"{'7': 3, '13': 5, '6': 6, '4': 1}",15,0.42678897455072423
field,"{'13': 35, '6': 38, '3': 6, '4': 6, '7': 11, '9': 3, '2': 6, '1': 1, '12': 2, '10': 2, '8': 1, '22': 1, '23': 1}",113,0.7262161019700718
healthcar,"{'7': 86, '4': 29, '13': 84, '6': 97, '3': 1, '12': 4, '32': 1, '30': 1, '11': 1, '33': 1, '31': 1, '25': 1, '2': 2, '15': 1}",310,0.6381294047165663
inquiri,"{'7': 11, '13': 19, '6': 15, '2': 1, '4': 6, '12': 1, '3': 1}",54,0.5870969550893539
list,"{'13': 36, '7': 25, '6': 54, '3': 7, '4': 13, '12': 3, '2': 1, '32': 1, '9': 1, '10': 1}",142,0.6551496936122211
previous,"{'2': 1, '4': 1, '6': 4, '13': 2}",8,0.3655349107577352
window,"{'7': 7, '6': 46, '13': 20, '3': 12, '4': 6, '10': 4, '2': 11, '9': 3, '1': 2, '5': 1, '12': 1, '33': 1, '8': 2, '19': 1, '21': 2}",119,0.795939580650559
command,"{'6': 46, '7': 11, '10': 3, '13': 16, '4': 18, '12': 3, '3': 9, '2': 4, '25': 1, '33': 1, '28': 1}",113,0.7202086220317092
compromis,{'6': 1},1,0.0
diagnost,"{'6': 38, '2': 4, '12': 5, '13': 67, '4': 11, '10': 4, '7': 21, '3': 3, '24': 2, '11': 1, '30': 1, '29': 1}",158,0.6820201586488465
flexibl,"{'6': 35, '13': 17, '2': 22, '3': 20, '10': 3, '34': 1, '20': 1, '4': 2, '8': 5, '21': 2, '1': 2, '16': 2, '19': 1, '9': 2}",115,0.7834909994254758
glucos,"{'11': 1, '6': 10, '10': 1, '13': 19, '3': 7, '4': 7, '12': 4, '7': 1}",50,0.6410628980755768
initi,"{'12': 2, '13': 23, '6': 23, '7': 8, '4': 8, '2': 2, '3': 2, '9': 1, '10': 1}",70,0.6448469306415747
larg,"{'6': 10, '13': 14, '4': 1}",25,0.30761897175562253
link,"{'6': 31, '7': 13, '4': 19, '25': 4, '13': 24, '3': 9, '12': 1, '1': 1, '2': 1, '5': 1}",104,0.716208837626439
meter,"{'13': 19, '6': 18, '3': 10, '4': 12, '9': 2, '11': 1, '12': 2, '2': 7, '7': 5, '1': 5, '10': 1, '27': 1}",83,0.8192977834678942
modular,"{'32': 1, '3': 1, '4': 2, '6': 9, '12': 2, '13': 11, '7': 2, '1': 2, '34': 2, '30': 1, '2': 1}",34,0.7001204669049507
offic,"{'6': 5, '7': 3, '4': 1, '13': 1}",10,0.37024305364455257
portion,"{'6': 63, '25': 1, '12': 3, '2': 51, '13': 28, '7': 5, '3': 66, '29': 2, '4': 8, '1': 13, '9': 6, '10': 2, '8': 8, '19': 1, '30': 1, '5': 1, '35': 1, '21': 2, '32': 1, '34': 4, '31': 2, '33': 1, '28': 1, '16': 1}",272,0.8922019694757926
qualiti,"{'7': 17, '13': 43, '6': 35, '4': 8, '2': 5, '3': 4, '10': 1, '12': 1}",114,0.6227550973297287
routin,"{'13': 8, '6': 8, '7': 1}",17,0.31411926284015657
standard,"{'6': 35, '7': 10, '13': 35, '4': 2, '2': 1}",83,0.4542993537457426
subsystem,"{'12': 11, '13': 35, '6': 43, '7': 7, '2': 6, '4': 13, '3': 5, '10': 8, '1': 1, '33': 1, '32': 1}",131,0.7518525518764434
tool,"{'13': 26, '6': 20, '7': 8, '1': 1, '3': 2, '4': 4, '12': 1, '25': 3}",65,0.5978411322938343
travel,"{'7': 4, '2': 2, '6': 5, '4': 3, '10': 3, '12': 2, '13': 3, '3': 1}",23,0.6963733999223176
upload,"{'6': 11, '13': 15, '4': 4, '7': 5, '34': 1, '3': 1, '2': 1}",38,0.5668808592864147
anatom,"{'6': 32, '13': 19, '12': 1, '2': 1, '7': 3, '33': 1, '3': 1, '4': 1}",59,0.4552306098360894
boundari,"{'2': 4, '6': 12, '7': 2, '3': 1, '13': 4, '4': 2, '5': 1}",26,0.5601076764604644
cardiac,"{'12': 3, '13': 52, '7': 2, '6': 10, '3': 3, '1': 1, '34': 1, '2': 1, '9': 2, '25': 1, '4': 1, '10': 1}",78,0.4926825221415436
diagnosi,"{'2': 6, '13': 190, '7': 35, '12': 7, '3': 5, '4': 28, '6': 108, '10': 2, '27': 2, '33': 1, '25': 1, '1': 1}",386,0.5897153909277805
effect,"{'6': 4, '7': 2, '12': 1, '13': 3}",10,0.4100370545117563
flow,"{'6': 5, '7': 5, '13': 5, '4': 1, '12': 1, '10': 1, '11': 1, '3': 1}",20,0.6074290439367421
fluid,"{'13': 22, '6': 13, '7': 4, '29': 1, '10': 3, '2': 4, '24': 3, '11': 1, '9': 1, '1': 1, '12': 2, '23': 2, '4': 1}",58,0.7346093052245279
geometr,"{'24': 1, '13': 4, '6': 8, '2': 1, '4': 1, '7': 1, '10': 1, '11': 1}",18,0.5455894030617683
have,"{'6': 39, '2': 20, '10': 3, '13': 26, '12': 2, '9': 6, '7': 5, '4': 1, '1': 1, '24': 1, '5': 1, '3': 1}",106,0.6862478039581223
interact,"{'2': 6, '6': 46, '3': 3, '12': 4, '7': 14, '4': 16, '13': 44, '9': 2, '10': 3, '11': 1, '25': 2, '35': 1}",142,0.7225951706303844
multi,"{'4': 9, '7': 7, '6': 32, '13': 24, '2': 4, '12': 2, '9': 2, '1': 1, '3': 4, '23': 1, '35': 1, '25': 1, '8': 1, '10': 1}",90,0.7370486925410484
properti,"{'6': 19, '7': 4, '2': 6, '4': 7, '9': 2, '10': 2, '13': 14, '11': 1, '3': 3, '33': 1, '25': 1, '12': 2}",62,0.7717931917524801
scale,"{'6': 9, '13': 9, '9': 1, '10': 1, '3': 1}",21,0.40899132599324034
sequenc,"{'6': 56, '15': 2, '7': 9, '10': 4, '12': 2, '9': 1, '2': 5, '4': 19, '13': 30, '32': 1, '8': 2, '3': 10, '5': 4, '28': 1}",146,0.7660766686084258
simul,"{'7': 4, '13': 20, '6': 16, '11': 1, '4': 1, '12': 2, '9': 1}",45,0.5042183647351555
specif,"{'6': 17, '33': 1, '13': 18, '7': 6, '2': 1, '4': 4, '8': 1, '3': 2, '28': 1}",51,0.6136208192028356
structur,"{'6': 66, '7': 9, '4': 5, '13': 35, '3': 40, '29': 1, '1': 6, '2': 33, '10': 4, '22': 1, '9': 2, '31': 6, '32': 2, '11': 1, '23': 1, '24': 1, '8': 2, '34': 2, '12': 1, '25': 1, '28': 1}",220,0.8537285975136025
veloc,"{'13': 5, '12': 1}",6,0.12969187506394064
algorithm,"{'6': 20, '7': 6, '13': 20, '33': 1, '34': 1, '12': 1, '3': 1, '4': 2}",52,0.538000705122194
appli,"{'13': 7, '7': 1, '1': 2, '2': 7, '3': 3, '8': 1, '19': 1, '21': 2, '6': 11, '34': 1, '29': 1, '12': 1, '4': 1, '10': 1}",40,0.7881354258879549
buff,"{'12': 4, '6': 17, '2': 8, '13': 7, '4': 8, '3': 5, '7': 1, '21': 1}",51,0.6915041659280917
column,"{'13': 10, '6': 9, '7': 3, '12': 1, '4': 2, '5': 1, '8': 2, '2': 4, '31': 5, '25': 1}",38,0.7305102809099208
compress,"{'2': 24, '4': 16, '6': 37, '13': 28, '12': 1, '9': 1, '7': 5, '3': 6, '5': 6, '10': 1, '8': 1, '14': 1}",127,0.7555031568940938
cost,"{'6': 5, '3': 2, '13': 6, '7': 3, '12': 1, '2': 1}",18,0.5439247795407992
decreas,"{'7': 1, '13': 1, '6': 1}",3,0.25938375012788123
desir,"{'6': 2, '7': 3, '13': 2, '4': 1, '10': 1, '12': 1}",10,0.5179551791165188
distant,"{'13': 3, '6': 2, '7': 1}",6,0.29635854173060727
enhanc,"{'6': 9, '7': 3, '13': 6, '10': 1, '2': 2, '3': 1, '4': 1, '33': 1}",24,0.5956845372836396
entertain,"{'2': 1, '4': 2, '13': 1}",4,0.26979531151190617
exist,"{'6': 8, '15': 1, '7': 4, '13': 2, '3': 2, '4': 2}",19,0.5366459404775114
frame,"{'6': 36, '3': 12, '4': 18, '7': 3, '13': 26, '10': 5, '2': 39, '8': 1, '9': 11, '31': 2, '12': 4, '1': 1, '5': 1, '19': 1}",160,0.8347581846984123
frequenc,"{'6': 20, '7': 3, '13': 22, '3': 17, '4': 13, '2': 6, '9': 2, '5': 5, '1': 3, '23': 1, '32': 1, '12': 3, '10': 1, '8': 1}",98,0.8430625605098551
industri,"{'6': 3, '12': 3, '29': 1, '13': 4, '7': 1, '4': 1, '3': 1}",14,0.5717067578277734
learn,"{'6': 77, '4': 9, '13': 64, '7': 8, '3': 1, '34': 1, '33': 1, '25': 1, '2': 1, '12': 2}",165,0.5030464608307954
low,"{'3': 3, '7': 2, '4': 4, '6': 2, '9': 2, '2': 4, '13': 5, '10': 1, '31': 2, '34': 1}",26,0.7609132332421342
memori,"{'6': 50, '7': 12, '13': 5, '8': 1, '2': 4, '4': 12, '3': 6, '10': 1, '5': 2, '12': 1}",94,0.612498638631269
modul,"{'2': 41, '12': 41, '3': 60, '11': 2, '13': 379, '6': 195, '4': 91, '7': 80, '10': 17, '1': 5, '34': 6, '9': 7, '33': 2, '32': 1, '25': 3, '8': 1, '30': 1, '17': 1, '20': 1, '16': 1}",935,0.7820260035786937
need,"{'3': 1, '13': 2, '12': 1}",4,0.26979531151190617
origin,"{'6': 26, '7': 3, '2': 5, '13': 23, '8': 1, '10': 2, '24': 1, '25': 1, '3': 1, '4': 3, '12': 1}",67,0.6210048029027763
pixel,"{'2': 66, '6': 42, '3': 11, '9': 12, '10': 9, '24': 2, '13': 10, '8': 21, '12': 1, '7': 1, '1': 1, '4': 3, '5': 3, '11': 1}",183,0.7772290979052973
