From,To
['WO2017155279'],WO2019103532
['CN102184312'],CN105933801
['RU2480156'],RU179092
['JP2012125409'],JP2018129766
['JP2016087020'],US2018168548
['WO2015048327'],US2018168548
['CN102526836'],CN104645449
['US2017244456'],WO2019190094
['US2017123487'],CN109905183
['US2017123487'],CN109905183
['US2013135160'],WO2016192695
['CN103479362'],CN105007636
['WO2014065338'],WO2018195824
['US2018096187'],CN108667963
['US2017364172'],CN111343805
['WO2009094643'],US2014355842
['CN106943123'],CN109938749
['CN101791250'],CN105496743
['CN105516670'],CN106231261
['WO2015143085'],CN105342626
['CN101732041'],CN102646319
['CN102932024'],CN105550508
['CN106620903'],CN107376039
['CN103259857'],CN105007324
['WO2010124137'],EP3021243
['EP3028750'],US2018345135
['CN104605874'],CN106310527
['CN106507090'],CN111294587
['KR1447829'],KR2019110881
['CN101926675'],CN110558966
['CN102048580'],CN105975758
['CN102467610'],CN105975758
['CN103051731'],CN105975758
['CN104683474'],CN105975758
['CN104689475'],CN105975758
['CN201894779'],CN105975758
['CN204798638'],CN105975758
['US2010295870'],CN106157925
['WO2013027004'],US2018084245
['US2018293752'],CN108563334
['CN103593051'],CN107765840
['CN103815874'],CN104027098
['CN102755194'],CN105286829
['WO2015184072'],WO2015184097
['WO2016049019'],WO2015184097
['WO2016138087'],WO2015184097
['WO2014025430'],WO2015184097
['WO2016168463'],CN109998870
['CN210902992'],CN112336016
['WO2009140757'],CN105424606
['WO2009140757'],CN105424606
['WO2009140757'],CN105424606
['CN102213575'],CN105235577
['WO2015100482'],CN107929940
['CN105678098'],CN107426337
['CN204169822'],CN106031671
['US2012095357'],US2014245785
['US2011298613'],US2018249305
['CN110960202'],CN111631696
['CN202161306'],CN104939832
['CN104361540'],CN104352226
['KR1516766'],WO2018070691
['KR2019010305'],WO2022108161
['EP3062492'],US2019229550
['US2017047784'],US2019229550
['CN206102633'],CN107770611
['US2013079649'],US2016113521
['CN102184312'],CN109662700
['CN105678098'],CN109662700
['CN101822535'],ES2435215
['CN203102058'],CN103426284
['DE102010043154'],US2014086592
['CN102917038'],CN104462786
['CN103942402'],CN104462786
['CN109528156'],CN110367926
['EP3121680'],CN110271917
['WO2017022926'],CN110271917
['CN107928656'],CN109106353
['CN103462587'],CN104799815
['CN106943123'],CN110584625
['WO2016049019'],US2017172470
['WO2016138087'],US2017172470
['WO2016007944'],US2017172470
['WO2014025430'],US2017172470
['CN106730412'],CN114093497
['US2011054264'],US8457725
['US2011054334'],US8457725
['DE102010043154'],WO2014015353
['US2012065507'],WO2014136018
['CN102223567'],CN104473641
['CN205054216'],CN106618562
['EP3404666'],CN111643118
['WO2011027535'],WO2020175199
['JP6145185'],WO2021200501
['US2015219608'],CN109381813
['US2016038008'],US2020022574
['CN108113659'],CN108852316
['WO2015184072'],US2018214137
['WO2016049019'],US2018214137
['WO2016138087'],US2018214137
['WO2014025430'],US2018214137
['WO2016201366'],WO2019213433
['US2011087438'],CN103017878
['WO2015134895'],CN107064012
['KR2016133279'],CN109302666
['US2014180041'],US2016298956
['WO2009140757'],CN109394185
['CN204049627'],CN104434067
['WO2014081276'],WO2017053919
['US2017309995'],KR1962819
['WO2009094643'],US2014371559
['US2013072770'],US2018205232
['WO2019235740'],CN112910487
['US2015054701'],US2018316094
['WO2019147049'],US2021151859
['WO2018052188'],WO2020046000
['CN102048580'],CN103455698
['US2011295102'],CN109316173
['US2016089782'],US10471591
['US2019033967'],US2021315490
['CN102270270'],CN109658993
['CN108852282'],CN109658993
['CN101944162'],CN108417244
['WO2013070545'],GB2516239
['CN202198590'],CN105997049
['WO2009128000'],CN110444230
['US2016345113'],US2021006893
['US2016028994'],US2018256256
['RU2683898'],RU195385
['US2013211291'],US2017180964
['CN104392405'],CN106295377
['RU95419'],RU192470
['CN102125426'],CN104811836
['CN102117372'],CN113303833
['EP2894555'],WO2016131369
['CN104921721'],CN105496400
['KR2010099881'],KR1299879
['CN108095718'],CN112546565
['KR1516766'],US2016357323
['US2015097759'],WO2016172988
['US2014288391'],US10038854
['WO2017142286'],WO2019093635
['WO2015115285'],CN106887904
['CN101822535'],CN102048532
['CN104523254'],CN109171686
['CN107307855'],CN109171686
['CN102499672'],CN103829937
['CN207029275'],CN109377722
['US2016255733'],US2018360326
['US2016249174'],US2018360326
['US2015224330'],US2020188683
['CN102657558'],CN107174199
['CN103324831'],CN107174199
['EP3246806'],US2019179469
['US2015061862'],US2019045280
['WO2014110176'],WO2015134588
['US2016249174'],WO2015134588
['WO2016123047'],GB2554894
['CN106504155'],CN108090727
['EP3116235'],CN106842215
['US2015149206'],WO2017033078
['US2017180870'],US11141129
['US2017180870'],US11207025
['WO2009110702'],EP3679859
['WO2014110176'],US2014249520
['WO2014110176'],US2016213262
['CN205149235'],CN107146341
['WO2015126182'],CN109100942
['CN104683474'],CN105148399
['CN109147896'],CN111292840
['CN205597881'],CN105725955
['CN101923606'],CN105976290
['CN102902996'],CN105976290
['WO2009140757'],CN110710953
['US2011009914'],WO2017156039
['CN202515651'],CN104636583
['CN108553094'],CN110215200
['CN108573744'],CN109394265
['US8429179'],FR3059118
['CN103593051'],CN105912109
['CN102085116'],CN105534484
['CN105160175'],CN105534484
['CN204189169'],CN105160194
['CN204169813'],CN106419810
['CN204169813'],CN106402698
['WO2010140588'],CN108903913
['DE102012200076'],CN105727457
['WO2013096766'],CN111327791
['US2015209113'],CN107242882
['US2017150939'],CN107137100
['WO2011046710'],CN106572357
['CN107610743'],CN109448806
['US2013083023'],US2015243055
['CN102508987'],CN110047577
['WO2009140757'],CN102204845
['EP2865338'],WO2018145264
['CN105975740'],CN111701150
['US2015358498'],US2018059512
['CN204089981'],WO2020001076
['CN205149235'],CN106965569
['CN203724072'],CN104398264
['US9858781'],US2019280870
['WO2017059540'],WO2021009646
['CN201409913'],WO2017179701
['CN205054771'],CN109613835
['WO2015052235'],WO2017167192
['CN203988031'],CN104658189
['WO2014110176'],US2013225965
['US2016051166'],CN106406120
['CN203074674'],CN106249643
['CN102166137'],CN109462742
['CN206710712'],CN109462742
['CN102166137'],CN109462742
['CN206710712'],CN109462742
['CN205179107'],CN106228028
['CN109509518'],CN109979553
['CN102710878'],WO2016015321
['CN106383853'],CN109817330
['CN106951719'],CN109817330
['CN107145744'],CN109817330
['CN111599460'],CN113362429
['CN102799783'],CN104361541
['CN111639650'],CN112617451
['CN102243736'],CN103279716
['CN102419857'],CN103279716
['CN103116869'],CN103279716
['GB2494143'],CN104771147
['US2017195475'],US10438010
['US2016112415'],WO2018128357
['CN103593051'],CN106598239
['CN202105022'],CN102824215
['CN202859299'],CN102824215
['EP2980548'],CN105769130
['CN202916683'],CN102981486
['EP2733219'],CN113345580
['CN105169573'],CN105675854
['CN105640542'],CN106037717
['US2009283886'],US2013015441
['WO2014117037'],CN105832333
['CN212460700'],CN113470258
['WO2015102464'],CN106896920
['WO2012113014'],CN104536318
['CN202161306'],CN103281669
['CN103236960'],CN103647747
['CN108742563'],CN113069092
['US2013072770'],US2016183056
['US2011214305'],EP2228033
['CN106446595'],CN112259222
['CN108498089'],WO2021258937
['CN106096299'],CN109830297
['CN108682009'],CN113440107
['CN112233795'],CN114240936
['CN103778311'],CN106845059
['WO2017152098'],WO2021124071
['WO2016117755'],CN107330415
['US2012227113'],US2016239644
['US2012224754'],US2016239644
['CN103932791'],CN104783897
['CN101779986'],CN104634952
['CN107292089'],CN108805775
['CN108269393'],CN109581133
['CN104825142'],CN108095702
['US2014032235'],WO2018031890
['WO2009140757'],CN102641117
['WO2011022803'],WO2013071153
['US2014022055'],WO2017064660
['WO2012087161'],CN106725270
['EP2472304'],US2018196508
['EP2472304'],US2017131763
['US2014288391'],US2017079535
['US2017048991'],US2018062249
['US2016038008'],US2019117042
['CN107397546'],CN109758131
['CN204500646'],CN107184195
['KR2011008965'],EP3772279
['US2016116952'],CN110286738
['JP2014000260'],JP2016097222
['WO2016032298'],WO2018155782
['WO2015020886'],CN108209969
['US2015235098'],CN106446846
['JP2014000260'],JP5936734
['CN203693590'],CN104997503
['CN102090931'],CN113055645
['CN102090931'],CN105286801
['CN104605874'],CN105167791
['CN103169457'],CN103948452
['US2017244456'],US2020305221
['US2010204586'],US2016135746
['US2010204586'],US2016135746
['US9504423'],US2016135746
['US2009227876'],US2016135746
['US2009318779'],US2016135746
['US2010324935'],US2016135746
['US2012095352'],US2016135746
['US2012095357'],US2016135746
['US2013072807'],US2016135746
['US2010204586'],US2016135746
['US8562527'],US2016135746
['US2011237924'],US2016135746
['US2013172691'],US2016135746
['CN105748049'],CN105997400
['CN202408888'],CN103169457
['US2013211291'],US2017232300
['WO2013096499'],CN103767684
['CN107887024'],CN109346164
['US2011085138'],US2013293840
['US2015219608'],US2019331582
['CN107067544'],CN108550395
['WO2010082246'],WO2018012353
['US2012242501'],EP3064164
['WO2011156671'],EP3064164
['CN101732041'],CN101999892
['WO2016033452'],DE102017208709
['CN104173034'],CN105427216
['WO2013063507'],BE1025859
['CN102188228'],CN105534482
['WO2013156999'],CN105534482
['US2012300912'],KR2019069761
['WO2015147503'],CN106505698
['US2016253471'],US2019180869
['CN104840194'],CN105769177
['WO2015100482'],EP3711829
['CN206621359'],CN108968953
['US2017141820'],CN109167153
['US2020186203'],WO2022030850
['US2013072770'],WO2017112949
['WO2018151486'],CN112786036
['WO2015054672'],US2018063372
['US2019380802'],US2021298856
['CN201837999'],CN101873353
['WO2011051103'],CN104994333
['CN102857791'],CN104994333
['CN104219269'],CN104994333
['KR2020124059'],WO2022102968
['WO2019194520'],US2021359392
['US8751039'],US2014244031
['WO2013077977'],US2014244031
['WO2013077977'],US2014244031
['US2011170669'],US2013083897
['US2013172691'],US2016321915
['CN101884527'],CN103426351
['CN103390100'],CN108461141
['CN101732041'],CN102708658
['CN105840961'],CN107869634
['EP3457680'],US10735643
['US2018109710'],US10735643
['EP3457680'],US10735643
['US2018109710'],US10735643
['US2013079649'],US2016113493
['US2013079649'],US2016113510
['WO2009140757'],CN105231999
['EP3449800'],WO2022071413
['WO2010038176'],US2019132948
['WO2012113014'],US2019132948
['WO2014025430'],US2019132948
['CN105232008'],CN106963346
['CN106296527'],CN106963346
['US2013072770'],US9991741
['EP3457680'],US2019250812
['US2018109710'],US2019250812
['EP3457680'],US2019250812
['US2018109710'],US2019250812
['US2015219902'],WO2017166231
['WO2015145424'],WO2017044638
['WO2012054268'],WO2017044638
['WO2013156999'],WO2017044638
['CN102008316'],CN104739438
['US2017048991'],WO2019147068
['US2015224330'],WO2017172972
['US2011270623'],WO2016166199
['US9905112'],US2018241751
['US2013172691'],US2016227484
['US2013231574'],US2016227484
['WO2012170586'],US2016227484
['WO2012170924'],US2016227484
['WO2012171032'],US2016227484
['US2013172691'],US2017160398
['US2013231574'],US2017160398
['US2014288391'],US2017160398
['US2014292566'],US2017160398
['WO2012170586'],US2017160398
['WO2012170924'],US2017160398
['WO2012171032'],US2017160398
['US2012131498'],US10884593
['US2011148622'],WO2014207609
['US9615066'],US2019171832
['US9208284'],US10726088
['US2010179827'],US10726088
['US10297343'],US10726088
['US2014307044'],US2019108387
['WO2016161152'],US2019034050
['US2017357329'],WO2018119605
['WO2016036155'],US2016353386
['WO2011011751'],US2019364371
['US2014313303'],CA2964840
['CN105326495'],CN105852806
['CN102670181'],EP2790143
['WO2009094643'],US9735892
['WO2009094643'],US10873401
['WO2009094643'],US10256919
['CN202776284'],US2019090791
['WO2016154262'],US2019090791
['US2015087478'],US2016354637
['EP3514727'],CN111328398
['WO2019218008'],WO2022070802
['US2017142241'],CN109167150
['WO2015108379'],WO2017040749
['US2012095357'],US2016342882
['KR1516766'],KR1948556
['EP2894555'],CN112492441
['WO2015184072'],US2015112165
['WO2016049019'],US2015112165
['WO2016138087'],US2015112165
['WO2014025430'],US2015112165
['US2015088007'],US10589828
['WO2015056262'],CN105030219
['US2012065507'],CN109328455
['WO2015020886'],ES2644215
['CN102755194'],CN104965491
['US2012095352'],US2014349256
['US2012242501'],US2014349256
['US2012095357'],US2014349256
['US2012245464'],US2014349256
['CN107307855'],CN110664417
['WO2012061452'],US2018161078
['US2017295469'],KR2010300
['EP3028750'],US2018345134
['EP3028750'],US2018345137
['US7912991'],US2012044060
['US2012095352'],US2014347491
['US2012242501'],US2014347491
['US2012095357'],US2014347491
['US2012245464'],US2014347491
['US2016154528'],US2018129310
['WO2016062605'],US2017312455
['US2012095357'],US2016335632
['WO2009140757'],CN102068311
['WO2018048278'],EP3737128
['KR1886000'],WO2021045505
['EP3226101'],WO2020262965
['CN106780229'],CN113160953
['CN111445970'],CN113160953
['CN106780229'],CN113160953
['CN111445970'],CN113160953
['CN211423928'],CN112113077
['US2016275908'],US2020184929
['US2014380425'],WO2018078495
['US2009318779'],US2012065538
['US2013135160'],EP3675134
['US2015288884'],US2016080652
['WO2015055655'],US2016080652
['US2016373542'],US2020177685
['US2014197531'],US2018122784
['WO2018112417'],US10524110
['WO2014004905'],WO2018069412
['US2013100958'],WO2015131943
['WO2015100482'],CN107066088
['WO2019045495'],US2021304679
['US2013231574'],DE202017105261
['US2017206049'],WO2021132882
['US2017366596'],WO2021133026
['WO2016130532'],CH715444
['CN107145744'],CN110866111
['CN103699808'],CN107122612
['CN201788510'],CN107122612
['US2013262357'],WO2021041243
['CN108648794'],CN113822601
['US2016335764'],WO2013121883
['JP2020009186'],WO2022071158
['US9165360'],US2018341752
['CN102231172'],CN104063629
['CN102457508'],CN104063629
['CN103294915'],CN104063629
['DE102012200593'],DE102018201975
['WO2016183389'],US2021353230
['WO2014004905'],US2021353230
['US2013231574'],US10506961
['JP2013183834'],JP2017209329
['WO2010140588'],JP2018072240
['US2016125162'],JP2018072240
['CN107887024'],CN111067496
['JP2020009186'],WO2022071160
['US2012095352'],US10602940
['US8606593'],US2018128805
['US2011246224'],US2018128805
['US2013017807'],US2018128805
['US2013017807'],US2013066563
['US2013017807'],US2017160258
['US2013017807'],US2013066562
['WO2015126095'],WO2017200132
['US2014266983'],US2019388599
['CN110151204'],CN113081499
['EP2523145'],DE102016114279
['US9336482'],US2018144245
['CN101953675'],CN102512137
['US2016154528'],CN107463288
['DE102016101599'],US2019216415
['CN112397204'],CN113851224
['WO2018021054'],WO2020153055
['CN201912238'],CN102166137
['US2012226768'],US2019068720
['US2014152466'],US2019068720
['WO2017069596'],KR1900200
['CN109697285'],CN110867231
['US2012185268'],CN104814730
['CN110310740'],CN112017776
['CN111681726'],CN112017776
['US2020012938'],CN112017776
['US2018211010'],CN112017776
['CN110310740'],CN112017776
['CN111681726'],CN112017776
['US2020012938'],CN112017776
['US2018211010'],CN112017776
['CN107944479'],CN111640510
['CN108053398'],CN111640510
['WO2016094330'],WO2020124584
['CN106960122'],WO2021042236
['CN109192316'],WO2021042235
['WO2016085212'],DE102020208348
['US7912991'],US9274966
['US8375151'],US9274966
['US2013197693'],US2019139640
['US2013197693'],US2017011202
['US2016203292'],US2017011202
['WO2013177357'],US2017011202
['US2013197693'],US2016203292
['WO2013177357'],US2016203292
['US9477317'],US2017308964
['US9477317'],US2017308965
['US2013197693'],WO2016004529
['US2017153672'],WO2022066188
['EP2472304'],US2014307315
['CN103593051'],WO2016086742
['CN101826095'],WO2019017913
['US2010171818'],US2016284276
['US2011205061'],US2012169467
['EP3226101'],EP3739633
['EP3226101'],EP3786694
['WO2018043892'],EP3786694
['EP3226101'],US2020312926
['WO2015108330'],US2020218493
['WO2017078283'],US2021191520
['US2020196046'],US2021200504
['US2016104484'],EP3312830
['WO2019240520'],US2021294455
['US2011126127'],US2014075330
['EP3553638'],US2018136766
['JP2016126723'],WO2018181637
['WO2018030634'],US2020273381
['EP3226101'],EP3800523
['WO2017135764'],WO2020262920
['EP2469875'],WO2013140697
['EP3035218'],US2018335895
['US2017325081'],US2017308731
['EP2610858'],CN111785220
['US2014013219'],WO2019193983
['WO2013098701'],WO2019193983
['JP2015210547'],JP2017220779
['US2012131498'],US2015363053
['DE102012200076'],US2015363053
['US2012131498'],US2015363053
['WO2012160796'],US2015363053
['US2012299818'],US2015363053
['WO2012160796'],US2015363053
['EP3349094'],US2021096801
['WO2012123842'],EP3716004
['US2016139787'],CN110851227
['EP3115912'],CN111327768
['US2012131498'],DE102020110224
['EP3447685'],US2020365099
['WO2017022926'],US10534402
['WO2019074332'],EP3754455
['WO2018135753'],WO2021149921
['WO2019112181'],WO2021149921
['WO2019164144'],WO2021149921
['WO2018135753'],WO2021149921
['WO2019112181'],WO2021149921
['WO2019164144'],WO2021149921
['US2015154936'],US2018217800
['US2015154936'],US2019163433
['EP3226101'],US2020042133
['WO2018016906'],US2020042133
['US2010094657'],WO2015147374
['US2019306362'],WO2021080038
['WO2018080109'],WO2020222389
['EP3073367'],WO2021045243
['WO2018135753'],WO2021015319
['US2016344089'],US2020192542
['US2020119581'],WO2022065670
['US2018212060'],EP3644373
['WO2019194520'],WO2021218360
['US2019317550'],WO2021125392
['US2018203483'],US2020169623
['US2018203483'],US2020169623
['WO2018026102'],WO2020209467
['EP3226101'],US2020110525
['KR1516766'],US2019079604
